cmun,pob_total,pob_ext
05151,98,0.07142857142857142
05154,34,0.029411764705882353
05155,46,0.043478260869565216
05156,310,0.06774193548387097
05157,247,0.012145748987854251
05158,336,0.01488095238095238
05159,236,0.00423728813559322
05160,321,0.009345794392523364
05161,777,0.2059202059202059
05162,90,0
05163,1878,0.046858359957401494
05164,16,0
05165,434,0.059907834101382486
05166,168,0.041666666666666664
05167,279,0.07526881720430108
05168,5139,0.15119673088149446
05169,251,0.00796812749003984
05170,55,0.03636363636363636
05171,69,0
05172,184,0.30978260869565216
05173,63,0.09523809523809523
05174,75,0.04
05175,172,0.05813953488372093
05176,272,0.058823529411764705
05177,154,0.032467532467532464
05178,402,0.04477611940298507
05179,232,0.017241379310344827
05180,72,0.06944444444444445
05181,43,0.023255813953488372
05182,844,0.04976303317535545
05183,140,0.06428571428571428
05184,272,0.058823529411764705
05185,113,0.02654867256637168
05186,1811,0.03313086692435119
05187,2057,0.030140982012639768
05188,45,0
05189,482,0.0975103734439834
05190,49,0
05191,126,0.031746031746031744
05192,107,0.018691588785046728
05193,181,0
05194,146,0.00684931506849315
05195,227,0.004405286343612335
05196,65,0.06153846153846154
05197,116,0.034482758620689655
05198,75,0
05199,42,0.09523809523809523
05200,43,0.023255813953488372
05201,553,0.0054249547920434
05206,30,0
05208,36,0
05207,747,0.013386880856760375
05209,80,0
05901,251,0.00398406374501992
05210,86,0.023255813953488372
05211,473,0.008456659619450317
05212,199,0
05213,105,0.02857142857142857
05214,37,0.08108108108108109
05215,174,0.005747126436781609
05216,189,0
05217,55,0
05218,125,0.032
05219,44,0.09090909090909091
05220,428,0.0397196261682243
05231,171,0
05204,726,0.11570247933884298
05205,86,0.011627906976744186
05222,141,0.03546099290780142
05221,365,0.019178082191780823
05226,73,0
05224,111,0
05225,403,0.03970223325062035
05902,314,0.03184713375796178
05227,436,0.12155963302752294
05228,176,0
05904,122,0.00819672131147541
05229,75,0.04
05230,65,0.03076923076923077
05232,111,0.009009009009009009
05233,250,0.02
05234,43,0.023255813953488372
05235,124,0
05236,113,0.008849557522123894
05237,165,0
05238,837,0.019115890083632018
05239,251,0.043824701195219126
05240,4542,0.1036988110964333
05241,4097,0.12692213814986575
05242,796,0.005025125628140704
05243,85,0
05244,41,0
05245,435,0.05057471264367816
05247,239,0
05246,60,0
05249,105,0
05251,67,0.05970149253731343
05252,62,0
05253,85,0.011764705882352941
05254,213,0.03286384976525822
05256,117,0.008547008547008548
05257,132,0.022727272727272728
05905,254,0.003937007874015748
05258,132,0.10606060606060606
05259,122,0
05260,103,0
05261,39,0
05262,363,0.008264462809917356
05263,166,0.024096385542168676
05264,58,0
05265,87,0.034482758620689655
05266,97,0.010309278350515464
05267,115,0
06001,798,0.02756892230576441
06002,5461,0.05365317707379601
06003,893,0.005599104143337066
06004,1880,0.007978723404255319
06005,2029,0.021192705766387383
06006,5340,0.015355805243445693
06007,1704,0.01056338028169014
06008,730,0.009589041095890411
06009,245,0.024489795918367346
06010,1240,0.0032258064516129032
06011,33468,0.08739691645751166
06012,4126,0.03708191953465827
06013,293,0.006825938566552901
06014,7891,0.013433024965150172
06015,150530,0.032863880953962664
06016,3580,0.0067039106145251395
06017,293,0
06018,841,0.019024970273483946
06019,2360,0.016101694915254237
06020,2128,0.006578947368421052
06021,1052,9.505703422053232e-4
06022,3085,0.00907617504051864
06023,4929,0.013187259078920674
06024,1331,0.004507888805409466
06025,6241,0.0200288415318058
06026,969,0.011351909184726523
06027,769,0.011703511053315995
06028,4967,0.013489027582041473
06029,1373,0.0065549890750182084
06030,186,0.021505376344086023
06031,551,0.010889292196007259
06032,67,0
06033,1483,0.008766014834794335
06034,191,0.010471204188481676
06035,972,0.00823045267489712
06036,5921,0.023982435399425774
06042,1210,8.264462809917355e-4
06037,2119,0.07975460122699386
06038,916,0.0032751091703056767
06039,2182,0.00458295142071494
06040,1238,0.07754442649434572
06041,567,0.010582010582010581
06043,768,0.014322916666666666
06044,37010,0.03001891380707917
06045,569,0.043936731107205626
06046,1459,0.006854009595613434
06047,1031,0.005819592628516004
06048,938,0.005330490405117271
06049,1150,0.01565217391304348
06050,4918,0.01972346482309882
06051,1879,0.032464076636508785
06052,4784,0.01024247491638796
06053,697,0.021520803443328552
06054,6774,0.027900797165633304
06055,2311,0.004759844223279966
06056,522,0.0210727969348659
06057,599,0.005008347245409015
06058,2401,0.0020824656393169513
06059,2041,0.009309162175404213
06903,2518,0.025019857029388404
06060,7006,0.01698544105052812
06061,1247,0.00400962309542903
06062,653,0.01225114854517611
06063,3485,0.015208034433285509
06064,941,0.009564293304994687
06065,343,0.0029154518950437317
06066,1950,0.002564102564102564
06067,2264,0.012809187279151944
06068,489,0.012269938650306749
06069,3639,0.010717230008244023
06070,9367,0.017188000427031065
06071,284,0.017605633802816902
06073,860,0.004651162790697674
06074,5758,0.0187565126780132
06072,2757,0.004715270221254987
06075,526,0.013307984790874524
06076,970,0.008247422680412371
06077,374,0.03208556149732621
06078,569,0.014059753954305799
06079,763,0.001310615989515072
06080,2276,0.011423550087873463
06081,1207,0.00579950289975145
06082,472,0.01059322033898305
06083,59352,0.02663768701981399
06084,1300,0.021538461538461538
06085,4254,0.02844381758345087
06086,1367,0.0073152889539136795
06087,2415,0.022774327122153208
06088,15614,0.022992186499295506
06089,719,0.012517385257301807
06090,949,0.009483667017913594
06091,4444,0.032403240324032405
06092,666,0.012012012012012012
06093,5195,0.011549566891241578
06094,1734,0.0011534025374855825
06095,11986,0.025112631403303855
06096,235,0.03829787234042553
06097,2729,0.03297911322828875
06098,686,0.014577259475218658
06099,1360,0
06100,949,0.006322444678609062
06101,512,0.01953125
06102,1188,0.012626262626262626
06103,5876,0.013104152484683457
06104,745,0.004026845637583893
06107,1868,0.006423982869379015
06108,2731,0.024899304284145003
06105,698,0.015759312320916905
06106,500,0.012
06902,2033,0.01574028529267093
06109,4650,0.0189247311827957
06110,159,0.012578616352201259
06111,622,0.014469453376205787
06112,443,0.011286681715575621
06113,3357,0.05421507298182902
06114,141,0
06115,1473,0.013577732518669382
06116,1800,0.008888888888888889
06117,1664,0.0078125
06119,837,0.016726403823178016
06123,5475,0.011506849315068493
06118,175,0
06120,4059,0.012564671101256468
06121,4176,0.045019157088122604
06122,8126,0.01599803101156781
06124,1921,0.0031233732431025507
06125,1912,0.007845188284518828
06126,2645,0.0389413988657845
06127,3420,0.039473684210526314
06128,5376,0.017671130952380952
06129,681,0.007342143906020558
06130,215,0
06131,1265,0.019762845849802372
06132,973,0.011305241521068859
06133,2264,0.017226148409893994
06134,633,0.01263823064770932
06135,1401,0.010706638115631691
06136,1777,0.010129431626336522
06137,1074,0.020484171322160148
06901,2734,0.06437454279444038
06138,1179,0.005089058524173028
06139,578,0.005190311418685121
06140,731,0.0560875512995896
06141,2008,0.01045816733067729
06146,1224,0.022058823529411766
06147,367,0.005449591280653951
06148,1152,0.0078125
06142,281,0
06143,4176,0.01293103448275862
06144,603,0.001658374792703151
06145,1060,0.007547169811320755
06149,12926,0.03396255608850379
06150,913,0.0032858707557502738
06151,1243,8.045052292839903e-4
06152,1504,0.007313829787234043
06153,25759,0.04037423813036221
06154,3401,0.018523963540135253
06156,1383,0.010845986984815618
06155,2168,0.013837638376383764
06157,444,0.02927927927927928
06158,16776,0.032963757749165476
06159,2805,0.0035650623885918
06160,3606,0.027176927343316695
06162,3508,0.005701254275940707
06161,310,0.00967741935483871
07002,9012,0.11040834442964936
07001,5494,0.17364397524572261
07003,19793,0.23932703481028647
07004,5529,0.12425393380358112
07005,11004,0.23691384950926936
07901,860,0.17906976744186046
07006,7671,0.15213140398904967
07007,503,0.08548707753479125
07008,8316,0.0867003367003367
07009,1054,0.14231499051233396
07010,6714,0.07819481680071493
07011,49333,0.3055966594368881
07012,2612,0.13437978560490046
07013,10610,0.1706880301602262
07014,11600,0.20405172413793105
07064,7348,0.11418072945019053
07015,29223,0.09471991239776888
07016,4008,0.06686626746506986
07017,1271,0.16758457907159716
07018,620,0.3161290322580645
07026,49727,0.2466064713334808
07019,211,0.14691943127962084
07020,5020,0.09641434262948208
07021,318,0.1792452830188679
07022,17497,0.20557809910270333
07023,4695,0.038338658146964855
07024,12216,0.2997707924034054
07025,678,0.16666666666666666
07027,32137,0.15153872483430314
07028,1289,0.16446858029480219
07029,5858,0.10754523728234892
07030,2243,0.13196611680784665
07031,36358,0.15979976896418946
07033,42631,0.18817292580516526
07034,1455,0.08247422680412371
07032,28592,0.1122341913822048
07035,2143,0.1077928138124125
07036,36725,0.048495575221238936
07037,4788,0.18191311612364244
07902,1370,0.07737226277372262
07038,2867,0.1607952563655389
07039,6931,0.13504544798730342
07040,409661,0.15080517793980877
07041,2825,0.12353982300884955
07044,13026,0.17488100721633656
07042,16189,0.19964173204027427
07043,5339,0.22476119123431354
07045,1967,0.15912557193695984
07059,4877,0.2647119130613082
07046,25779,0.23069164824081617
07049,2083,0.1502640422467595
07050,6200,0.3412903225806452
07048,26496,0.18678291062801933
07051,8405,0.20654372397382512
07052,6892,0.1558328496807893
07053,1671,0.11430281268701377
07054,36457,0.23978934086732315
07055,11958,0.21767854156213415
07056,7167,0.0867866610855309
07057,12112,0.2808784676354029
07058,3981,0.12283345892991711
07047,3195,0.10954616588419405
07060,3764,0.1346971307120085
07061,14041,0.15625667687486647
07062,11378,0.1653190367375637
07063,1945,0.14961439588688946
07065,3176,0.13885390428211586
08001,12334,0.06607750932382034
08002,277,0.02527075812274368
08014,2501,0.04798080767692923
08003,9764,0.09309709135600164
08004,273,0.0695970695970696
08005,8496,0.05190677966101695
08006,15533,0.09528101461404752
08007,8838,0.056121294410500115
08008,219,0.0502283105022831
08009,12295,0.0480683204554697
08010,5648,0.08746458923512748
08011,2250,0.04133333333333333
08012,2250,0.08488888888888889
08013,1669,0.09646494907130018
08015,217741,0.12748173288448203
08904,13417,0.04904225981963181
08016,2152,0.02695167286245353
08017,3783,0.08881839809674862
08018,3205,0.056474258970358814
08252,32839,0.06604951429702488
08019,1620343,0.18131161118355804
08020,6961,0.05904324091366183
08021,74,0.013513513513513514
08022,16199,0.11087104142231002
08023,9003,0.03543263356658891
08024,456,0.08771929824561403
08025,2027,0.05180069067587568
08026,257,0.07003891050583658
08027,965,0.029015544041450778
08028,1376,0.04505813953488372
08029,4664,0.06110634648370498
08030,7348,0.11077844311377245
08031,3547,0.18917394981674654
08034,946,0.023255813953488372
08033,17449,0.069746117256003215
08032,2859,0.1521511017838405
08035,18728,0.17722127296027337
08037,2497,0.05486583900680817
08038,2095,0.08162291169451073
08036,191,0.015706806282722512
08039,515,0.06407766990291262
08040,14583,0.0760474525132003
08041,16317,0.1789544646687504
08042,2995,0.03706176961602671
08043,4481,0.08591832180316894
08044,5211,0.040683170216848974
08045,96,0.010416666666666666
08046,18165,0.0581888246628131
08047,4652,0.04514187446259673
08048,783,0.10855683269476372
08049,1572,0.022264631043257
08057,72,0
08052,165,0.048484848484848485
08050,165,0.012121212121212121
08051,24036,0.0401065069063072
08053,3599,0.041956098916365654
08054,12332,0.04857281868310088
08055,728,0.07280219780219781
08056,66375,0.19805649717514123
08058,2247,0.05740987983978638
08060,156,0.01282051282051282
08059,446,0.026905829596412557
08061,2053,0.03214807598636142
08062,1319,0.025018953752843062
08063,610,0.022950819672131147
08064,2418,0.04962779156327544
08065,1534,0.07301173402868318
08066,1865,0.0353887399463807
08067,7423,0.04620773272261889
08268,1152,0.029513888888888888
08266,57740,0.08747835122965016
08068,8970,0.05596432552954292
08069,4458,0.040376850605652756
08070,339,0.011799410029498525
08071,306,0.00980392156862745
08072,14643,0.08536502082906508
08073,87173,0.1391141752606885
08074,14992,0.0913153681963714
08075,5281,0.045824654421511075
08076,22045,0.07779541846223634
08077,46355,0.11040880163952109
08078,258,0.007751937984496124
08254,2141,0.03736571695469407
08079,393,0.020356234096692113
08134,1109,0.09107303877366997
08080,42,0.023809523809523808
08082,1467,0.05794137695978187
08081,466,0.030042918454935622
08083,2276,0.025043936731107205
08084,1439,0.03335649756775538
08085,1354,0.10930576070901034
08086,19768,0.09829016592472684
08090,167,0.029940119760479042
08087,169,0.047337278106508875
08088,16227,0.06458371849386825
08089,46705,0.10013917139492559
08091,7371,0.08696242029575363
08092,4834,0.10260653702937526
08093,26,0
08094,2130,0.0784037558685446
08095,80,0
08096,60981,0.1302044899230908
08097,1481,0.04388926401080351
08099,887,0.04735062006764374
08100,2654,0.022984174830444612
08101,261068,0.1992354482357087
08162,2930,0.08191126279863481
08102,39540,0.10720789074355083
08103,841,0.04994054696789536
08104,863,0.11123986095017381
08105,13367,0.10697987581357074
08107,15111,0.02494871285818278
08108,6480,0.02484567901234568
08106,9838,0.07267737344988819
08109,276,0.036231884057971016
08110,18439,0.11101469710938772
08111,271,0.04059040590405904
08112,20194,0.2148162820639794
08113,76250,0.16260983606557378
08242,258,0.03488372093023256
08114,27850,0.15734290843806104
08115,4794,0.044013350020859404
08116,704,0.041193181818181816
08117,3124,0.03649167733674776
08118,23340,0.091431019708654665
08119,8641,0.048721212822589975
08120,9291,0.0293832741362609
08121,126988,0.15602261631020253
08122,2331,0.08665808665808666
08138,6190,0.11906300484652665
08123,25687,0.052711488301475456
08124,51133,0.10236051082471202
08128,677,0.01772525849335303
08127,2955,0.08663282571912014
08125,35599,0.11298070170510408
08130,129,0.015503875968992248
08131,968,0.08987603305785125
08126,11819,0.06667230730180218
08132,465,0.05806451612903226
08133,154,0.09090909090909091
08135,8784,0.06750910746812386
08136,16263,0.09795240730492528
08137,321,0.03115264797507788
08129,620,0.020967741935483872
08139,223,0.017937219730941704
08140,5966,0.04693261816962789
08141,6023,0.08284907853229288
08142,160,0.01875
08143,3608,0.0393569844789357
08145,3611,0.07089448906120188
